,Rank,id,Student_Name,Date,Term,GPA,3 Term GPA Moving
2675,2675,412,Blair Klimp,2022-03-16,Term 5,3.75,4.92
2676,2676,412,Blair Klimp,2022-06-16,Term 6,5.0,4.83
2677,2677,466,Birgitta Gomersal,2020-12-16,Term 1,4.75,5.58
2678,2678,466,Birgitta Gomersal,2021-03-16,Term 2,6.75,6.42
2679,2679,466,Birgitta Gomersal,2021-06-01,Term 3,7.5,6.33
2680,2680,466,Birgitta Gomersal,2021-12-16,Term 4,4.0,6.08
2681,2681,466,Birgitta Gomersal,2022-03-16,Term 5,3.0,4.83
2682,2682,466,Birgitta Gomersal,2022-06-16,Term 6,4.5,3.83
2683,2683,166,Bidget Ambroisin,2020-12-16,Term 1,6.25,5.42
2684,2684,166,Bidget Ambroisin,2021-03-16,Term 2,4.25,5.17
2685,2685,166,Bidget Ambroisin,2021-06-01,Term 3,6.75,5.75
2686,2686,166,Bidget Ambroisin,2021-12-16,Term 4,5.25,5.42
2687,2687,166,Bidget Ambroisin,2022-03-16,Term 5,4.5,5.5
2688,2688,166,Bidget Ambroisin,2022-06-16,Term 6,5.75,5.17
2689,2689,106,Beverlee Tollett,2020-12-16,Term 1,4.75,5.0
2690,2690,106,Beverlee Tollett,2021-03-16,Term 2,4.5,5.0
2691,2691,106,Beverlee Tollett,2021-06-01,Term 3,2.25,3.83
2692,2692,106,Beverlee Tollett,2021-12-16,Term 4,5.75,4.17
2693,2693,106,Beverlee Tollett,2022-03-16,Term 5,7.25,5.08
2694,2694,106,Beverlee Tollett,2022-06-16,Term 6,5.5,6.17
2695,2695,114,Bette-ann Andrysiak,2020-12-16,Term 1,5.75,5.42
2696,2696,114,Bette-ann Andrysiak,2021-03-16,Term 2,5.25,5.33
2697,2697,114,Bette-ann Andrysiak,2021-06-01,Term 3,4.5,5.17
2698,2698,114,Bette-ann Andrysiak,2021-12-16,Term 4,5.75,5.17
2699,2699,114,Bette-ann Andrysiak,2022-03-16,Term 5,5.75,5.33
2700,2700,114,Bette-ann Andrysiak,2022-06-16,Term 6,5.5,5.67
2701,2701,361,Bennett Lavalle,2020-12-16,Term 1,6.0,7.08
2702,2702,361,Bennett Lavalle,2021-03-16,Term 2,5.5,6.58
2703,2703,361,Bennett Lavalle,2021-06-01,Term 3,5.5,5.67
2704,2704,361,Bennett Lavalle,2021-12-16,Term 4,2.75,4.58
2705,2705,361,Bennett Lavalle,2022-03-16,Term 5,6.75,5.0
2706,2706,361,Bennett Lavalle,2022-06-16,Term 6,4.75,4.75
2707,2707,269,Benjamin Espino,2020-12-16,Term 1,5.0,5.42
2708,2708,269,Benjamin Espino,2021-03-16,Term 2,6.75,5.58
2709,2709,269,Benjamin Espino,2021-06-01,Term 3,7.0,6.25
2710,2710,269,Benjamin Espino,2021-12-16,Term 4,8.25,7.33
2711,2711,269,Benjamin Espino,2022-03-16,Term 5,4.5,6.58
2712,2712,269,Benjamin Espino,2022-06-16,Term 6,4.75,5.83
2713,2713,130,Becky De Brett,2020-12-16,Term 1,6.5,5.58
2714,2714,130,Becky De Brett,2021-03-16,Term 2,6.0,6.0
2715,2715,130,Becky De Brett,2021-06-01,Term 3,6.75,6.42
2716,2716,130,Becky De Brett,2021-12-16,Term 4,5.25,6.0
2717,2717,130,Becky De Brett,2022-03-16,Term 5,5.0,5.67
2718,2718,130,Becky De Brett,2022-06-16,Term 6,5.75,5.33
2719,2719,416,Bayard Leeman,2020-12-16,Term 1,3.25,3.75
2720,2720,416,Bayard Leeman,2021-03-16,Term 2,3.75,3.08
2721,2721,416,Bayard Leeman,2021-06-01,Term 3,3.25,3.42
2722,2722,416,Bayard Leeman,2021-12-16,Term 4,3.75,3.58
2723,2723,416,Bayard Leeman,2022-03-16,Term 5,4.25,3.75
2724,2724,416,Bayard Leeman,2022-06-16,Term 6,3.75,3.92
2725,2725,417,Bartolomeo Tenny,2020-12-16,Term 1,6.0,4.67
2726,2726,417,Bartolomeo Tenny,2021-03-16,Term 2,3.0,4.25
2727,2727,417,Bartolomeo Tenny,2021-06-01,Term 3,5.5,4.83
2728,2728,417,Bartolomeo Tenny,2021-12-16,Term 4,4.25,4.25
2729,2729,417,Bartolomeo Tenny,2022-03-16,Term 5,7.25,5.67
2730,2730,417,Bartolomeo Tenny,2022-06-16,Term 6,6.25,5.92
2731,2731,314,Bartolomeo Noe,2020-12-16,Term 1,3.75,4.0
2732,2732,314,Bartolomeo Noe,2021-03-16,Term 2,4.75,4.33
2733,2733,314,Bartolomeo Noe,2021-06-01,Term 3,3.25,3.92
2734,2734,314,Bartolomeo Noe,2021-12-16,Term 4,5.25,4.42
2735,2735,314,Bartolomeo Noe,2022-03-16,Term 5,5.5,4.67
2736,2736,314,Bartolomeo Noe,2022-06-16,Term 6,7.5,6.08
2737,2737,329,Barry Pariss,2020-12-16,Term 1,3.25,4.33
2738,2738,329,Barry Pariss,2021-03-16,Term 2,3.75,4.0
2739,2739,329,Barry Pariss,2021-06-01,Term 3,4.75,3.92
2740,2740,329,Barry Pariss,2021-12-16,Term 4,5.25,4.58
2741,2741,329,Barry Pariss,2022-03-16,Term 5,5.25,5.08
2742,2742,329,Barry Pariss,2022-06-16,Term 6,5.0,5.17
2743,2743,83,Barrett Tremathick,2020-12-16,Term 1,4.25,4.58
2744,2744,83,Barrett Tremathick,2021-03-16,Term 2,3.0,3.75
2745,2745,83,Barrett Tremathick,2021-06-01,Term 3,5.75,4.33
2746,2746,83,Barrett Tremathick,2021-12-16,Term 4,5.25,4.67
2747,2747,83,Barrett Tremathick,2022-03-16,Term 5,3.75,4.92
2748,2748,83,Barrett Tremathick,2022-06-16,Term 6,3.5,4.17
2749,2749,160,Barbabas Hargess,2020-12-16,Term 1,4.0,5.0
2750,2750,160,Barbabas Hargess,2021-03-16,Term 2,5.75,5.25
2751,2751,160,Barbabas Hargess,2021-06-01,Term 3,3.75,4.5
2752,2752,160,Barbabas Hargess,2021-12-16,Term 4,5.75,5.08
2753,2753,160,Barbabas Hargess,2022-03-16,Term 5,4.25,4.58
2754,2754,160,Barbabas Hargess,2022-06-16,Term 6,6.25,5.42
2755,2755,456,Baillie Pascho,2020-12-16,Term 1,3.5,4.92
2756,2756,456,Baillie Pascho,2021-03-16,Term 2,4.5,4.75
2757,2757,456,Baillie Pascho,2021-06-01,Term 3,4.75,4.25
2758,2758,456,Baillie Pascho,2021-12-16,Term 4,6.0,5.08
2759,2759,456,Baillie Pascho,2022-03-16,Term 5,4.5,5.08
2760,2760,456,Baillie Pascho,2022-06-16,Term 6,6.25,5.58
2761,2761,210,Bailey Naylor,2020-12-16,Term 1,4.75,5.08
2762,2762,210,Bailey Naylor,2021-03-16,Term 2,6.0,5.08
2763,2763,210,Bailey Naylor,2021-06-01,Term 3,4.5,5.08
2764,2764,210,Bailey Naylor,2021-12-16,Term 4,5.75,5.42
2765,2765,210,Bailey Naylor,2022-03-16,Term 5,6.5,5.58
2766,2766,210,Bailey Naylor,2022-06-16,Term 6,6.25,6.17
2767,2767,211,Aylmer Sutter,2020-12-16,Term 1,3.75,5.5
2768,2768,211,Aylmer Sutter,2021-03-16,Term 2,5.75,5.25
2769,2769,211,Aylmer Sutter,2021-06-01,Term 3,3.5,4.33
2770,2770,211,Aylmer Sutter,2021-12-16,Term 4,3.75,4.33
2771,2771,211,Aylmer Sutter,2022-03-16,Term 5,3.5,3.58
2772,2772,211,Aylmer Sutter,2022-06-16,Term 6,3.75,3.67
2773,2773,486,Aylmer Seydlitz,2020-12-16,Term 1,4.5,5.67
2774,2774,486,Aylmer Seydlitz,2021-03-16,Term 2,8.5,6.83
2775,2775,486,Aylmer Seydlitz,2021-06-01,Term 3,6.0,6.33
2776,2776,486,Aylmer Seydlitz,2021-12-16,Term 4,3.5,6.0
2777,2777,486,Aylmer Seydlitz,2022-03-16,Term 5,4.25,4.58
2778,2778,486,Aylmer Seydlitz,2022-06-16,Term 6,6.0,4.58
2779,2779,462,Averil Maylam,2020-12-16,Term 1,4.0,4.67
2780,2780,462,Averil Maylam,2021-03-16,Term 2,4.5,3.75
2781,2781,462,Averil Maylam,2021-06-01,Term 3,6.75,5.08
2782,2782,462,Averil Maylam,2021-12-16,Term 4,5.5,5.58
2783,2783,462,Averil Maylam,2022-03-16,Term 5,4.0,5.42
2784,2784,462,Averil Maylam,2022-06-16,Term 6,5.75,5.08
2785,2785,209,Aurlie Jowsey,2020-12-16,Term 1,5.75,6.17
2786,2786,209,Aurlie Jowsey,2021-03-16,Term 2,6.75,5.92
2787,2787,209,Aurlie Jowsey,2021-06-01,Term 3,4.75,5.75
2788,2788,209,Aurlie Jowsey,2021-12-16,Term 4,4.5,5.33
2789,2789,209,Aurlie Jowsey,2022-03-16,Term 5,6.0,5.08
2790,2790,209,Aurlie Jowsey,2022-06-16,Term 6,4.5,5.0
2791,2791,202,Augy Noone,2020-12-16,Term 1,4.0,4.33
2792,2792,202,Augy Noone,2021-03-16,Term 2,4.75,4.33
2793,2793,202,Augy Noone,2021-06-01,Term 3,4.25,4.33
2794,2794,202,Augy Noone,2021-12-16,Term 4,3.75,4.25
2795,2795,202,Augy Noone,2022-03-16,Term 5,5.0,4.33
2796,2796,202,Augy Noone,2022-06-16,Term 6,6.5,5.08
2797,2797,352,Augustine Baumadier,2020-12-16,Term 1,3.5,4.83
2798,2798,352,Augustine Baumadier,2021-03-16,Term 2,5.0,4.25
2799,2799,352,Augustine Baumadier,2021-06-01,Term 3,3.75,4.08
2800,2800,352,Augustine Baumadier,2021-12-16,Term 4,3.75,4.17
2801,2801,352,Augustine Baumadier,2022-03-16,Term 5,4.75,4.08
2802,2802,352,Augustine Baumadier,2022-06-16,Term 6,6.25,4.92
2803,2803,137,Ashby Pritchitt,2020-12-16,Term 1,2.75,4.92
2804,2804,137,Ashby Pritchitt,2021-03-16,Term 2,6.5,5.67
2805,2805,137,Ashby Pritchitt,2021-06-01,Term 3,5.0,4.75
2806,2806,137,Ashby Pritchitt,2021-12-16,Term 4,7.25,6.25
2807,2807,137,Ashby Pritchitt,2022-03-16,Term 5,3.25,5.17
2808,2808,137,Ashby Pritchitt,2022-06-16,Term 6,4.75,5.08
2809,2809,19,Ashby Atherton,2020-12-16,Term 1,5.0,5.92
2810,2810,19,Ashby Atherton,2021-03-16,Term 2,3.0,5.25
2811,2811,19,Ashby Atherton,2021-06-01,Term 3,6.0,4.67
2812,2812,19,Ashby Atherton,2021-12-16,Term 4,5.25,4.75
2813,2813,19,Ashby Atherton,2022-03-16,Term 5,4.25,5.17
2814,2814,19,Ashby Atherton,2022-06-16,Term 6,4.75,4.75
2815,2815,74,Armando Gardener,2020-12-16,Term 1,5.25,4.58
2816,2816,74,Armando Gardener,2021-03-16,Term 2,6.0,5.33
2817,2817,74,Armando Gardener,2021-06-01,Term 3,3.25,4.83
2818,2818,74,Armando Gardener,2021-12-16,Term 4,4.75,4.67
2819,2819,74,Armando Gardener,2022-03-16,Term 5,4.0,4.0
2820,2820,74,Armando Gardener,2022-06-16,Term 6,5.75,4.83
2821,2821,110,Arline Mc Dermid,2020-12-16,Term 1,7.25,5.67
2822,2822,110,Arline Mc Dermid,2021-03-16,Term 2,5.25,5.67
2823,2823,110,Arline Mc Dermid,2021-06-01,Term 3,4.5,5.67
2824,2824,110,Arline Mc Dermid,2021-12-16,Term 4,3.0,4.25
2825,2825,110,Arline Mc Dermid,2022-03-16,Term 5,4.75,4.08
2826,2826,110,Arline Mc Dermid,2022-06-16,Term 6,6.0,4.58
2827,2827,172,Ariella Trulock,2020-12-16,Term 1,4.25,5.42
2828,2828,172,Ariella Trulock,2021-03-16,Term 2,7.25,5.83
2829,2829,172,Ariella Trulock,2021-06-01,Term 3,5.0,5.5
2830,2830,172,Ariella Trulock,2021-12-16,Term 4,8.0,6.75
2831,2831,172,Ariella Trulock,2022-03-16,Term 5,4.0,5.67
2832,2832,172,Ariella Trulock,2022-06-16,Term 6,6.75,6.25
2833,2833,4,Ariel Maxted,2020-12-16,Term 1,4.75,5.0
2834,2834,4,Ariel Maxted,2021-03-16,Term 2,3.75,4.58
2835,2835,4,Ariel Maxted,2021-06-01,Term 3,5.25,4.58
2836,2836,4,Ariel Maxted,2021-12-16,Term 4,3.5,4.17
2837,2837,4,Ariel Maxted,2022-03-16,Term 5,2.5,3.75
2838,2838,4,Ariel Maxted,2022-06-16,Term 6,4.5,3.5
2839,2839,489,Ardyth Armiger,2020-12-16,Term 1,6.25,6.0
2840,2840,489,Ardyth Armiger,2021-03-16,Term 2,5.5,6.25
2841,2841,489,Ardyth Armiger,2021-06-01,Term 3,5.25,5.67
2842,2842,489,Ardyth Armiger,2021-12-16,Term 4,5.25,5.33
2843,2843,489,Ardyth Armiger,2022-03-16,Term 5,6.25,5.58
2844,2844,489,Ardyth Armiger,2022-06-16,Term 6,6.0,5.83
2845,2845,118,Ardenia Du Hamel,2020-12-16,Term 1,3.5,3.58
2846,2846,118,Ardenia Du Hamel,2021-03-16,Term 2,5.25,3.75
2847,2847,118,Ardenia Du Hamel,2021-06-01,Term 3,5.0,4.58
2848,2848,118,Ardenia Du Hamel,2021-12-16,Term 4,3.5,4.58
2849,2849,118,Ardenia Du Hamel,2022-03-16,Term 5,6.25,4.92
2850,2850,118,Ardenia Du Hamel,2022-06-16,Term 6,3.0,4.25
2851,2851,471,Archibald Menguy,2020-12-16,Term 1,4.75,4.5
2852,2852,471,Archibald Menguy,2021-03-16,Term 2,6.25,5.08
2853,2853,471,Archibald Menguy,2021-06-01,Term 3,3.75,4.92
2854,2854,471,Archibald Menguy,2021-12-16,Term 4,7.0,5.67
2855,2855,471,Archibald Menguy,2022-03-16,Term 5,4.25,5.0
2856,2856,471,Archibald Menguy,2022-06-16,Term 6,3.25,4.83
2857,2857,344,Arabelle Overal,2020-12-16,Term 1,2.0,3.83
2858,2858,344,Arabelle Overal,2021-03-16,Term 2,4.25,3.33
2859,2859,344,Arabelle Overal,2021-06-01,Term 3,5.0,3.75
2860,2860,344,Arabelle Overal,2021-12-16,Term 4,3.75,4.33
2861,2861,344,Arabelle Overal,2022-03-16,Term 5,6.75,5.17
2862,2862,344,Arabelle Overal,2022-06-16,Term 6,5.75,5.42
2863,2863,26,Appolonia Feavers,2020-12-16,Term 1,6.5,5.83
2864,2864,26,Appolonia Feavers,2021-03-16,Term 2,5.75,5.83
2865,2865,26,Appolonia Feavers,2021-06-01,Term 3,4.25,5.5
2866,2866,26,Appolonia Feavers,2021-12-16,Term 4,3.25,4.42
2867,2867,26,Appolonia Feavers,2022-03-16,Term 5,7.5,5.0
2868,2868,26,Appolonia Feavers,2022-06-16,Term 6,4.25,5.0
2869,2869,49,Angelle Spafford,2020-12-16,Term 1,6.25,4.67
2870,2870,49,Angelle Spafford,2021-03-16,Term 2,7.0,5.75
2871,2871,49,Angelle Spafford,2021-06-01,Term 3,3.75,5.67
2872,2872,49,Angelle Spafford,2021-12-16,Term 4,5.25,5.33
2873,2873,49,Angelle Spafford,2022-03-16,Term 5,6.75,5.25
2874,2874,49,Angelle Spafford,2022-06-16,Term 6,7.25,6.42
2875,2875,480,Angelica Pimblott,2020-12-16,Term 1,3.0,4.0
2876,2876,480,Angelica Pimblott,2021-03-16,Term 2,6.25,4.25
2877,2877,480,Angelica Pimblott,2021-06-01,Term 3,3.5,4.25
2878,2878,480,Angelica Pimblott,2021-12-16,Term 4,6.0,5.25
2879,2879,480,Angelica Pimblott,2022-03-16,Term 5,6.0,5.17
2880,2880,480,Angelica Pimblott,2022-06-16,Term 6,5.0,5.67
2881,2881,454,Angel Falkus,2020-12-16,Term 1,4.25,4.5
2882,2882,454,Angel Falkus,2021-03-16,Term 2,4.75,4.58
2883,2883,454,Angel Falkus,2021-06-01,Term 3,4.5,4.5
2884,2884,454,Angel Falkus,2021-12-16,Term 4,4.0,4.42
2885,2885,454,Angel Falkus,2022-03-16,Term 5,3.0,3.83
2886,2886,454,Angel Falkus,2022-06-16,Term 6,2.5,3.17
2887,2887,499,Ancell Bore,2020-12-16,Term 1,5.25,6.17
2888,2888,499,Ancell Bore,2021-03-16,Term 2,4.5,5.17
2889,2889,499,Ancell Bore,2021-06-01,Term 3,6.75,5.5
2890,2890,499,Ancell Bore,2021-12-16,Term 4,5.0,5.42
2891,2891,499,Ancell Bore,2022-03-16,Term 5,5.75,5.83
2892,2892,499,Ancell Bore,2022-06-16,Term 6,3.5,4.75
2893,2893,383,Anatol Skellion,2020-12-16,Term 1,3.0,3.42
2894,2894,383,Anatol Skellion,2021-03-16,Term 2,8.0,5.08
2895,2895,383,Anatol Skellion,2021-06-01,Term 3,3.75,4.92
2896,2896,383,Anatol Skellion,2021-12-16,Term 4,4.0,5.25
2897,2897,383,Anatol Skellion,2022-03-16,Term 5,6.5,4.75
2898,2898,383,Anatol Skellion,2022-06-16,Term 6,4.25,4.92
2899,2899,491,Amalee Akam,2020-12-16,Term 1,5.0,5.0
2900,2900,491,Amalee Akam,2021-03-16,Term 2,3.5,4.5
2901,2901,491,Amalee Akam,2021-06-01,Term 3,4.75,4.42
2902,2902,491,Amalee Akam,2021-12-16,Term 4,5.0,4.42
2903,2903,491,Amalee Akam,2022-03-16,Term 5,4.5,4.75
2904,2904,491,Amalee Akam,2022-06-16,Term 6,4.75,4.75
2905,2905,205,Aloisia Louden,2020-12-16,Term 1,5.5,5.17
2906,2906,205,Aloisia Louden,2021-03-16,Term 2,6.25,5.08
2907,2907,205,Aloisia Louden,2021-06-01,Term 3,6.0,5.92
2908,2908,205,Aloisia Louden,2021-12-16,Term 4,6.0,6.08
2909,2909,205,Aloisia Louden,2022-03-16,Term 5,5.0,5.67
2910,2910,205,Aloisia Louden,2022-06-16,Term 6,4.75,5.25
2911,2911,109,Almeria MacKniely,2020-12-16,Term 1,2.5,4.83
2912,2912,109,Almeria MacKniely,2021-03-16,Term 2,5.0,5.0
2913,2913,109,Almeria MacKniely,2021-06-01,Term 3,7.25,4.92
2914,2914,109,Almeria MacKniely,2021-12-16,Term 4,6.0,6.08
2915,2915,109,Almeria MacKniely,2022-03-16,Term 5,5.25,6.17
2916,2916,109,Almeria MacKniely,2022-06-16,Term 6,4.5,5.25
2917,2917,30,Almeda Galier,2020-12-16,Term 1,6.25,5.08
2918,2918,30,Almeda Galier,2021-03-16,Term 2,6.0,5.75
2919,2919,30,Almeda Galier,2021-06-01,Term 3,5.5,5.92
2920,2920,30,Almeda Galier,2021-12-16,Term 4,3.5,5.0
2921,2921,30,Almeda Galier,2022-03-16,Term 5,5.25,4.75
2922,2922,30,Almeda Galier,2022-06-16,Term 6,7.5,5.42
2923,2923,326,Allin Whitbread,2020-12-16,Term 1,7.0,5.75
2924,2924,326,Allin Whitbread,2021-03-16,Term 2,3.75,4.92
2925,2925,326,Allin Whitbread,2021-06-01,Term 3,6.75,5.83
2926,2926,326,Allin Whitbread,2021-12-16,Term 4,4.0,4.83
2927,2927,326,Allin Whitbread,2022-03-16,Term 5,6.25,5.67
2928,2928,326,Allin Whitbread,2022-06-16,Term 6,3.25,4.5
2929,2929,365,Allen Stoffers,2020-12-16,Term 1,6.75,5.58
2930,2930,365,Allen Stoffers,2021-03-16,Term 2,6.0,5.92
2931,2931,365,Allen Stoffers,2021-06-01,Term 3,5.25,6.0
2932,2932,365,Allen Stoffers,2021-12-16,Term 4,3.75,5.0
2933,2933,365,Allen Stoffers,2022-03-16,Term 5,2.5,3.83
2934,2934,365,Allen Stoffers,2022-06-16,Term 6,5.75,4.0
2935,2935,232,Algernon Maypes,2020-12-16,Term 1,5.0,5.25
2936,2936,232,Algernon Maypes,2021-03-16,Term 2,6.5,5.5
2937,2937,232,Algernon Maypes,2021-06-01,Term 3,3.75,5.08
2938,2938,232,Algernon Maypes,2021-12-16,Term 4,5.25,5.17
2939,2939,232,Algernon Maypes,2022-03-16,Term 5,7.5,5.5
2940,2940,232,Algernon Maypes,2022-06-16,Term 6,3.25,5.33
2941,2941,403,Alfy Baythorp,2020-12-16,Term 1,8.5,6.58
2942,2942,403,Alfy Baythorp,2021-03-16,Term 2,4.75,6.42
2943,2943,403,Alfy Baythorp,2021-06-01,Term 3,5.25,6.17
2944,2944,403,Alfy Baythorp,2021-12-16,Term 4,3.75,4.58
2945,2945,403,Alfy Baythorp,2022-03-16,Term 5,4.75,4.58
2946,2946,403,Alfy Baythorp,2022-06-16,Term 6,7.0,5.17
2947,2947,477,Aleta Hoggetts,2020-12-16,Term 1,6.75,4.75
2948,2948,477,Aleta Hoggetts,2021-03-16,Term 2,5.5,5.83
2949,2949,477,Aleta Hoggetts,2021-06-01,Term 3,5.25,5.83
2950,2950,477,Aleta Hoggetts,2021-12-16,Term 4,6.25,5.67
2951,2951,477,Aleta Hoggetts,2022-03-16,Term 5,6.25,5.92
2952,2952,477,Aleta Hoggetts,2022-06-16,Term 6,4.5,5.67
2953,2953,390,Aldric Leveridge,2020-12-16,Term 1,7.25,5.42
2954,2954,390,Aldric Leveridge,2021-03-16,Term 2,6.0,5.75
2955,2955,390,Aldric Leveridge,2021-06-01,Term 3,5.25,6.17
2956,2956,390,Aldric Leveridge,2021-12-16,Term 4,7.5,6.25
2957,2957,390,Aldric Leveridge,2022-03-16,Term 5,5.5,6.08
2958,2958,390,Aldric Leveridge,2022-06-16,Term 6,3.5,5.5
2959,2959,238,Albie McIlroy,2020-12-16,Term 1,4.0,5.33
2960,2960,238,Albie McIlroy,2021-03-16,Term 2,5.25,4.92
2961,2961,238,Albie McIlroy,2021-06-01,Term 3,4.0,4.42
2962,2962,238,Albie McIlroy,2021-12-16,Term 4,6.5,5.25
2963,2963,238,Albie McIlroy,2022-03-16,Term 5,2.25,4.25
2964,2964,238,Albie McIlroy,2022-06-16,Term 6,5.0,4.58
2965,2965,112,Ailee Gilphillan,2020-12-16,Term 1,5.0,5.5
2966,2966,112,Ailee Gilphillan,2021-03-16,Term 2,3.5,5.08
2967,2967,112,Ailee Gilphillan,2021-06-01,Term 3,7.25,5.25
2968,2968,112,Ailee Gilphillan,2021-12-16,Term 4,1.5,4.08
2969,2969,112,Ailee Gilphillan,2022-03-16,Term 5,6.25,5.0
2970,2970,112,Ailee Gilphillan,2022-06-16,Term 6,5.0,4.25
2971,2971,94,Aeriell Trusty,2020-12-16,Term 1,7.25,6.25
2972,2972,94,Aeriell Trusty,2021-03-16,Term 2,5.0,5.67
2973,2973,94,Aeriell Trusty,2021-06-01,Term 3,3.75,5.33
2974,2974,94,Aeriell Trusty,2021-12-16,Term 4,7.25,5.33
2975,2975,94,Aeriell Trusty,2022-03-16,Term 5,6.0,5.67
2976,2976,94,Aeriell Trusty,2022-06-16,Term 6,5.75,6.33
2977,2977,275,Aeriela Bloxsome,2020-12-16,Term 1,5.75,4.25
2978,2978,275,Aeriela Bloxsome,2021-03-16,Term 2,6.5,4.83
2979,2979,275,Aeriela Bloxsome,2021-06-01,Term 3,2.5,4.92
2980,2980,275,Aeriela Bloxsome,2021-12-16,Term 4,4.0,4.33
2981,2981,275,Aeriela Bloxsome,2022-03-16,Term 5,5.25,3.92
2982,2982,275,Aeriela Bloxsome,2022-06-16,Term 6,3.75,4.33
2983,2983,107,Adriena Rogge,2020-12-16,Term 1,6.0,6.25
2984,2984,107,Adriena Rogge,2021-03-16,Term 2,6.75,6.08
2985,2985,107,Adriena Rogge,2021-06-01,Term 3,3.25,5.33
2986,2986,107,Adriena Rogge,2021-12-16,Term 4,3.75,4.58
2987,2987,107,Adriena Rogge,2022-03-16,Term 5,5.25,4.08
2988,2988,107,Adriena Rogge,2022-06-16,Term 6,4.75,4.58
2989,2989,56,Adelle Lambourn,2020-12-16,Term 1,6.25,4.92
2990,2990,56,Adelle Lambourn,2021-03-16,Term 2,4.0,4.67
2991,2991,56,Adelle Lambourn,2021-06-01,Term 3,2.5,4.25
2992,2992,56,Adelle Lambourn,2021-12-16,Term 4,5.5,4.0
2993,2993,56,Adelle Lambourn,2022-03-16,Term 5,4.75,4.25
2994,2994,56,Adelle Lambourn,2022-06-16,Term 6,5.75,5.33
2995,2995,217,Abraham Seamarke,2020-12-16,Term 1,5.0,4.67
2996,2996,217,Abraham Seamarke,2021-03-16,Term 2,3.0,4.42
2997,2997,217,Abraham Seamarke,2021-06-01,Term 3,4.5,4.17
2998,2998,217,Abraham Seamarke,2021-12-16,Term 4,6.5,4.67
2999,2999,217,Abraham Seamarke,2022-03-16,Term 5,5.75,5.58
3000,3000,217,Abraham Seamarke,2022-06-16,Term 6,4.5,5.58
